Close time,close,RSI,CMF,MFI,MACD,MACD Signal,MACD histogram,OBV,A/D Line,Fast Stochastic,Slow Stochastic,EMA,SMA,Aroon
2023-04-15 06:16:34.999,30399.42,,,,0.0,0.0,0.0,0.0,-0.31734,,,30399.42,,
2023-04-15 06:16:35.999,30399.43,,,100.0,0.0007977207969815936,0.00015954415939631872,0.0006381766375852749,0.00254,-0.3148,,,30399.42095238095,,
2023-04-15 06:16:36.999,30399.29,,,0.14019793598431818,-0.009754466278536711,-0.0018232579281902872,-0.007931208350346424,-1.80665,-1.8655342856605568,,,30399.408480725622,,
2023-04-15 06:16:37.999,30399.29,,,0.09175273178000509,-0.017910687307448825,-0.005040743804041995,-0.01286994350340683,-0.85006,,,,30399.397196846992,,
2023-04-15 06:16:38.999,30399.29,,,0.09175273178000509,-0.02409677857212955,-0.008851950757659507,-0.015244827814470044,-0.7710400000000001,,,,30399.38698762347,,
2023-04-15 06:16:39.999,30399.28,,,0.08754336183993416,-0.029466544903698377,-0.012974869586867282,-0.016491675316831093,-0.90415,,,,30399.376798325997,,
2023-04-15 06:16:40.999,30399.28,,,3.7195072858321083,-0.03333782570553012,-0.01704746081059985,-0.01629036489493027,-0.7947,-1.9749842856605568,,,30399.367579437807,,
2023-04-15 06:16:41.999,30399.28,,,3.7195072858321083,-0.03599096222387743,-0.020836161093255368,-0.015154801130622064,-0.7601899999999999,-2.0094942856605567,,,30399.359238538967,,
2023-04-15 06:16:42.999,30399.29,,,4.2132529692684955,-0.03686175622351584,-0.024041280119307465,-0.012820476104208375,-0.7446699999999999,-1.9939742856605567,,,30399.3526443924,,
2023-04-15 06:16:43.999,30399.29,,,4.2132529692684955,-0.03712392523812014,-0.026657809143069998,-0.010466116095050139,-0.24302999999999997,-1.4923342856605566,,,30399.34667825979,,
2023-04-15 06:16:44.999,30399.29,,,4.2132529692684955,-0.036906263641867554,-0.02870750004282951,-0.008198763599038043,-0.21723999999999996,-1.4665442856605566,,,30399.341280330285,,
2023-04-15 06:16:45.999,30399.28,,,4.206955886476592,-0.037112867648829706,-0.03038857356402955,-0.006724294084800155,-0.22176999999999997,-1.4710742856605565,,,30399.335444108354,,
2023-04-15 06:16:46.999,30399.29,,,5.868807431720015,-0.03605407742361422,-0.031521674335946485,-0.0045324030876677315,-0.16825999999999997,-1.4175642856605566,,,30399.331116098034,,
2023-04-15 06:16:47.999,30399.29,15.789473686629123,,5.868807431720015,-0.034813668244169094,-0.03218007311759101,-0.002633595126578084,-0.16825999999999997,,6.666666667960171,,30399.327200279175,,
2023-04-15 06:16:48.999,30399.28,15.000000002182787,,5.7555600987996485,-0.03424282152627711,-0.03259262279932823,-0.0016501987269488816,-0.22894999999999996,-1.4782542856605565,0.0,,30399.322705014492,,
2023-04-15 06:16:49.999,30399.29,15.000000002182787,,5.880946776016316,-0.032607624565571314,-0.03259562315257685,-1.2001412994462612e-05,-0.22221999999999997,-1.4715242856605566,7.142857144342033,4.603174604100734,30399.31959025121,,
2023-04-15 06:16:50.999,30399.28,42.857142857142854,,13.401008714298968,-0.031752611281262944,-0.03242702077831407,0.0006744094970511233,-0.26415,-1.5134542856605566,0.0,2.380952381447344,30399.315819751093,,
2023-04-15 06:16:51.999,30399.28,42.857142857142854,,43.36861591112991,-0.03072087596228812,-0.03208579181510888,0.0013649158528207597,-0.26256,,0.0,2.380952381447344,30399.312408346228,,
2023-04-15 06:16:52.999,30399.28,42.857142857142854,,43.36861591112991,-0.029562440868176054,-0.03158112162572231,0.0020186807575462568,-0.26256,,0.0,0.0,30399.309321837063,,
2023-04-15 06:16:53.999,30399.29,57.14285714285714,,63.155220840385375,-0.027520220315636834,-0.030768941363705216,0.003248721048068382,-0.26138,,100.0,33.333333333333336,30399.307481662105,30399.2995,
2023-04-15 06:16:54.999,30399.28,50.0,,41.31894373162823,-0.02640429001985467,-0.02989601109493511,0.003491721075080438,-0.26191,,0.0,33.333333333333336,30399.30486436095,30399.2925,
2023-04-15 06:16:55.999,30399.29,55.55555555555556,,65.58533843192,-0.02443136127112666,-0.028803081130173422,0.00437171985904676,-0.13060999999999998,-1.3821542856605566,100.0,66.66666666666667,30399.303448707527,30399.285499999998,
2023-04-15 06:16:56.999,30399.28,44.444444444444436,,56.96382397805066,-0.023404920098982984,-0.027723448923935336,0.0043185288249523515,-0.16693999999999998,-1.4184842856605566,0.0,33.333333333333336,30399.301215497286,30399.284999999996,
2023-04-15 06:16:57.999,30399.28,44.444444444444436,,56.96382397805066,-0.022334005563607207,-0.02664556025186971,0.004311554688262505,-0.15253999999999998,-1.4328842856605566,0.0,33.333333333333336,30399.299194973733,30399.284499999998,
2023-04-15 06:16:58.999,30399.28,44.444444444444436,,56.96382397805066,-0.021240451373159885,-0.025564538476127746,0.004324087102967861,-0.11867999999999998,-1.4667442856605566,0.0,0.0,30399.297366880997,30399.284000000003,8.0
2023-04-15 06:16:59.999,30399.28,50.0,,57.73690317863631,-0.02014162172417855,-0.02447995512573791,0.004338333401559362,-0.02499999999999998,-1.5604242856605566,0.0,0.0,30399.29571289233,30399.283999999996,4.0
2023-04-15 06:17:00.999,30399.29,50.0,,82.81666967432433,-0.018253460355481366,-0.023234656171686602,0.004981195816205236,0.51569,-1.0197342856605567,100.0,33.333333333333336,30399.295168807348,30399.284499999998,0.0
2023-04-15 06:17:01.999,30399.29,50.0,,82.81666967432433,-0.01656611500584404,-0.02190094793851809,0.00533483293267405,0.54359,-0.9918342856605566,100.0,66.66666666666667,30399.294676539983,30399.284999999996,8.0
2023-04-15 06:17:02.999,30399.29,57.14285714285714,,89.4275803787467,-0.015055333151394734,-0.02053182498109342,0.005476491829698685,1.6197,0.08427571433944325,100.0,100.0,30399.29423115522,30399.285000000003,4.0
2023-04-15 06:17:03.999,30399.28,42.857142857142854,,82.87617489349624,-0.014497822201519739,-0.019325024425178687,0.004827202223658948,1.5609899999999999,,0.0,66.66666666666667,30399.292875807107,30399.284499999998,-4.0
2023-04-15 06:17:04.999,30399.28,50.0,,87.38722562475434,-0.013895808526285691,-0.01823918124540009,0.004343372719114398,1.5609899999999999,,0.0,33.333333333333336,30399.291649539762,30399.283999999996,0.0
2023-04-15 06:17:05.999,30399.28,50.0,,89.17924545624876,-0.01326578859880101,-0.017244502716080273,0.003978714117279264,1.67546,-0.03019428566055675,0.0,0.0,30399.290540059785,30399.284000000003,0.0
2023-04-15 06:17:06.999,30399.28,50.0,,87.41842582542115,-0.012621006164408755,-0.016319803405745972,0.0036987972413372178,1.69325,,0.0,0.0,30399.289536244567,30399.2835,0.0
2023-04-15 06:17:07.999,30399.29,50.0,,87.44740407056433,-0.011174284816661384,-0.015290699687929055,0.004116414871267671,1.69651,-0.02693428566055675,100.0,33.333333333333336,30399.28958041175,30399.283499999998,0.0
2023-04-15 06:17:08.999,30399.28,50.0,,87.05602408521159,-0.01071119219341199,-0.014374798189025643,0.0036636059956136544,1.6919199999999999,-0.03152428566055675,0.0,33.333333333333336,30399.288667991583,30399.2835,0.0
2023-04-15 06:17:09.999,30399.28,39.99999999999999,,84.86543825348411,-0.010226305465039331,-0.013545099644228382,0.0033187941791890507,1.91231,-0.25191428566055674,0.0,33.333333333333336,30399.287842468573,30399.283000000003,0.0
